wl,#f,n,,wl,#f,k
"2,02102",148439896685832,"2,02368",,"2,02102",148439896685832,6E-05
"2,02265",148320272909302,"2,02366",,"2,02265",148320272909302,6E-05
"2,02429",148200109668081,"2,02364",,"2,02429",148200109668081,6E-05
"2,02593",148080140972294,"2,02362",,"2,02593",148080140972294,6E-05
"2,02758",147959636611133,"2,0236",,"2,02758",147959636611133,6E-05
"2,02922",147840056770582,"2,02357",,"2,02922",147840056770582,6E-05
"2,03087",147719942684662,"2,02355",,"2,03087",147719942684662,6E-05
"2,03252",147600023616004,"2,02353",,"2,03252",147600023616004,6E-05
"2,03417",147480299090047,"2,02351",,"2,03417",147480299090047,6E-05
"2,03583",147360044797454,"2,02348",,"2,03583",147360044797454,6E-05
"2,03749",147239986453921,"2,02346",,"2,03749",147239986453921,6E-05
"2,03915",147120123580904,"2,02344",,"2,03915",147120123580904,6E-05
"2,04082",146999735400476,"2,02341",,"2,04082",146999735400476,6E-05
"2,04248",146880263209432,"2,02339",,"2,04248",146880263209432,6E-05
"2,04415",146760267103686,"2,02337",,"2,04415",146760267103686,6E-05
"2,04583",146639750125866,"2,02334",,"2,04583",146639750125866,6E-05
"2,0475",146520146520147,"2,02332",,"2,0475",146520146520147,6E-05
"2,04918",146400023424004,"2,0233",,"2,04918",146400023424004,6E-05
"2,05086",146280097129985,"2,02328",,"2,05086",146280097129985,6E-05
"2,05255",146159655063214,"2,02325",,"2,05255",146159655063214,6E-05
"2,05423",146040122089542,"2,02323",,"2,05423",146040122089542,6E-05
"2,05592",145920074711078,"2,0232",,"2,05592",145920074711078,6E-05
"2,05761",145800224532346,"2,02318",,"2,05761",145800224532346,6E-05
"2,05931",145679863643648,"2,02316",,"2,05931",145679863643648,6E-05
"2,06101",145559701311493,"2,02313",,"2,06101",145559701311493,6E-05
"2,06271",145439737044955,"2,02311",,"2,06271",145439737044955,6E-05
"2,06441",145319970354726,"2,02309",,"2,06441",145319970354726,6E-05
"2,06612",145199697984628,"2,02306",,"2,06612",145199697984628,6E-05
"2,06782",145080326140573,"2,02304",,"2,06782",145080326140573,6E-05
"2,06954",144959749509553,"2,02302",,"2,06954",144959749509553,6E-05
"2,07125",144840072420036,"2,02299",,"2,07125",144840072420036,6E-05
"2,07297",144719894643917,"2,02297",,"2,07297",144719894643917,6E-05
"2,07469",144599916132049,"2,02294",,"2,07469",144599916132049,6E-05
"2,07641",144480136389249,"2,02292",,"2,07641",144480136389249,6E-05
"2,07814",144359860259655,"2,02289",,"2,07814",144359860259655,6E-05
"2,07987",144239784217283,"2,02287",,"2,07987",144239784217283,6E-05
"2,0816",144119907763259,"2,02285",,"2,0816",144119907763259,6E-05
"2,08333",144000230400369,"2,02282",,"2,08333",144000230400369,6E-05
"2,08507",143880061580666,"2,0228",,"2,08507",143880061580666,6E-05
"2,08681",143760093156540,"2,02277",,"2,08681",143760093156540,6E-05
"2,08855",143640324627134,"2,02275",,"2,08855",143640324627134,6E-05
"2,0903",143520068889633,"2,02272",,"2,0903",143520068889633,6E-05
"2,09205",143400014340001,"2,0227",,"2,09205",143400014340001,6E-05
"2,0938",143280160473780,"2,02267",,"2,0938",143280160473780,6E-05
"2,09556",143159823627097,"2,02265",,"2,09556",143159823627097,6E-05
"2,09732",143039688745637,"2,02262",,"2,09732",143039688745637,6E-05
"2,09908",142919755321379,"2,0226",,"2,09908",142919755321379,6E-05
"2,10084",142800022848004,"2,02257",,"2,10084",142800022848004,6E-05
"2,10261",142679812233367,"2,02255",,"2,10261",142679812233367,6E-05
"2,10438",142559803837710,"2,02252",,"2,10438",142559803837710,6E-05
"2,10615",142439997151200,"2,0225",,"2,10615",142439997151200,6E-05
"2,10793",142319716499125,"2,02247",,"2,10793",142319716499125,6E-05
"2,1097",142200312840688,"2,02245",,"2,1097",142200312840688,6E-05
"2,11149",142079763579273,"2,02242",,"2,11149",142079763579273,6E-05
"2,11327",141960090286617,"2,0224",,"2,11327",141960090286617,6E-05
"2,11506",141839947802899,"2,02237",,"2,11506",141839947802899,6E-05
"2,11685",141720008503201,"2,02235",,"2,11685",141720008503201,6E-05
"2,11864",141600271872522,"2,02232",,"2,11864",141600271872522,6E-05
"2,12044",141480070174115,"2,02229",,"2,12044",141480070174115,6E-05
"2,12224",141360072376357,"2,02227",,"2,12224",141360072376357,6E-05
"2,12404",141240277960867,"2,02224",,"2,12404",141240277960867,6E-05
"2,12585",141120022579204,"2,02222",,"2,12585",141120022579204,6E-05
"2,12766",140999971800006,"2,02219",,"2,12766",140999971800006,6E-05
"2,12947",140880125101551,"2,02216",,"2,12947",140880125101551,7E-05
"2,13129",140759821516546,"2,02214",,"2,13129",140759821516546,7E-05
"2,13311",140639723221025,"2,02211",,"2,13311",140639723221025,7E-05
"2,13493",140519829689966,"2,02209",,"2,13493",140519829689966,7E-05
"2,13675",140400140400140,"2,02206",,"2,13675",140400140400140,7E-05
"2,13858",140279998877760,"2,02203",,"2,13858",140279998877760,7E-05
"2,14041",140160062791708,"2,02201",,"2,14041",140160062791708,7E-05
"2,14225",140039677908741,"2,02198",,"2,14225",140039677908741,7E-05
"2,14408",139920152233126,"2,02195",,"2,14408",139920152233126,7E-05
"2,14592",139800178944229,"2,02193",,"2,14592",139800178944229,7E-05
"2,14777",139679760868249,"2,0219",,"2,14777",139679760868249,7E-05
"2,14961",139560199291965,"2,02187",,"2,14961",139560199291965,7E-05
"2,15146",139440194100750,"2,02184",,"2,15146",139440194100750,7E-05
"2,15332",139319748109895,"2,02182",,"2,15332",139319748109895,7E-05
"2,15517",139200155904175,"2,02179",,"2,15517",139200155904175,7E-05
"2,15703",139080124059471,"2,02176",,"2,15703",139080124059471,7E-05
"2,15889",138960299042564,"2,02174",,"2,15889",138960299042564,7E-05
"2,16076",138840037764490,"2,02171",,"2,16076",138840037764490,7E-05
"2,16263",138719984463362,"2,02168",,"2,16263",138719984463362,7E-05
"2,1645",138600138600139,"2,02165",,"2,1645",138600138600139,7E-05
"2,16638",138479860412301,"2,02163",,"2,16638",138479860412301,7E-05
"2,16826",138359790799996,"2,0216",,"2,16826",138359790799996,7E-05
"2,17014",138239929221156,"2,02157",,"2,17014",138239929221156,7E-05
"2,17202",138120275135588,"2,02154",,"2,17202",138120275135588,7E-05
"2,17391",138000193200270,"2,02152",,"2,17391",138000193200270,7E-05
"2,17581",137879686185834,"2,02149",,"2,17581",137879686185834,7E-05
"2,1777",137760022041604,"2,02146",,"2,1777",137760022041604,7E-05
"2,1796",137639933932832,"2,02143",,"2,1796",137639933932832,7E-05
"2,1815",137520055008022,"2,0214",,"2,1815",137520055008022,7E-05
"2,18341",137399755428435,"2,02138",,"2,18341",137399755428435,7E-05
"2,18531",137280294328951,"2,02135",,"2,18531",137280294328951,7E-05
"2,18723",137159786579372,"2,02132",,"2,18723",137159786579372,7E-05
"2,18914",137040116210019,"2,02129",,"2,18914",137040116210019,7E-05
"2,19106",136920029574726,"2,02126",,"2,19106",136920029574726,7E-05
"2,19298",136800153216172,"2,02123",,"2,19298",136800153216172,7E-05
"2,19491",136679863866856,"2,0212",,"2,19491",136679863866856,7E-05
"2,19684",136559785874256,"2,02118",,"2,19684",136559785874256,7E-05
"2,19877",136439918681808,"2,02115",,"2,19877",136439918681808,7E-05
"2,2007",136320261734903,"2,02112",,"2,2007",136320261734903,7E-05
"2,20264",136200196128282,"2,02109",,"2,20264",136200196128282,7E-05
"2,20459",136079724574637,"2,02106",,"2,20459",136079724574637,7E-05
"2,20653",135960082119890,"2,02103",,"2,20653",135960082119890,7E-05
"2,20848",135840034775049,"2,021",,"2,20848",135840034775049,7E-05
"2,21043",135720199237253,"2,02097",,"2,21043",135720199237253,7E-05
"2,21239",135599962032011,"2,02094",,"2,21239",135599962032011,7E-05
"2,21435",135479937679229,"2,02091",,"2,21435",135479937679229,7E-05
"2,21631",135360125614197,"2,02088",,"2,21631",135360125614197,7E-05
"2,21828",135239915610293,"2,02085",,"2,21828",135239915610293,7E-05
"2,22025",135119918928049,"2,02082",,"2,22025",135119918928049,7E-05
"2,22222",135000135000135,"2,02079",,"2,22222",135000135000135,7E-05
"2,2242",134879956838414,"2,02076",,"2,2242",134879956838414,7E-05
"2,22618",134759992453440,"2,02073",,"2,22618",134759992453440,7E-05
"2,22816",134640241275312,"2,0207",,"2,22816",134640241275312,7E-05
"2,23015",134520099544874,"2,02067",,"2,23015",134520099544874,8E-05
"2,23214",134400172032220,"2,02064",,"2,23214",134400172032220,8E-05
"2,23414",134279857126232,"2,02061",,"2,23414",134279857126232,8E-05
"2,23614",134159757439159,"2,02058",,"2,23614",134159757439159,8E-05
"2,23814",134039872394042,"2,02055",,"2,23814",134039872394042,8E-05
"2,24014",133920201415983,"2,02052",,"2,24014",133920201415983,8E-05
"2,24215",133800147180162,"2,02049",,"2,24215",133800147180162,8E-05
"2,24417",133679712321259,"2,02046",,"2,24417",133679712321259,8E-05
"2,24618",133560088683899,"2,02043",,"2,24618",133560088683899,8E-05
"2,2482",133440085401655,"2,0204",,"2,2482",133440085401655,8E-05
"2,25023",133319705096812,"2,02037",,"2,25023",133319705096812,8E-05
"2,25225",133200133200133,"2,02034",,"2,25225",133200133200133,8E-05
"2,25428",133080185247618,"2,02031",,"2,25428",133080185247618,8E-05
"2,25632",132959863849099,"2,02027",,"2,25632",132959863849099,8E-05
"2,25836",132839759825714,"2,02024",,"2,25836",132839759825714,8E-05
"2,2604",132719872588922,"2,02021",,"2,2604",132719872588922,8E-05
"2,26244",132600201552306,"2,02018",,"2,26244",132600201552306,8E-05
"2,26449",132480161095876,"2,02015",,"2,26449",132480161095876,8E-05
"2,26655",132359753810858,"2,02012",,"2,26655",132359753810858,8E-05
"2,2686",132240148108966,"2,02008",,"2,2686",132240148108966,8E-05
"2,27066",132120176512556,"2,02005",,"2,27066",132120176512556,8E-05
"2,27273",131999841600190,"2,02002",,"2,27273",131999841600190,8E-05
"2,2748",131879725690171,"2,01999",,"2,2748",131879725690171,8E-05
"2,27687",131759828185184,"2,01996",,"2,27687",131759828185184,8E-05
"2,27894",131640148490088,"2,01992",,"2,27894",131640148490088,8E-05
"2,28102",131520109424731,"2,01989",,"2,28102",131520109424731,8E-05
"2,28311",131399713548624,"2,01986",,"2,28311",131399713548624,8E-05
"2,28519",131280112375776,"2,01983",,"2,28519",131280112375776,8E-05
"2,28728",131160155293624,"2,01979",,"2,28728",131160155293624,8E-05
"2,28938",131039844848824,"2,01976",,"2,28938",131039844848824,8E-05
"2,29148",130919754918219,"2,01973",,"2,29148",130919754918219,8E-05
"2,29358",130799884896101,"2,0197",,"2,29358",130799884896101,8E-05
"2,29568",130680234178980,"2,01966",,"2,29568",130680234178980,8E-05
"2,29779",130560233963939,"2,01963",,"2,29779",130560233963939,8E-05
"2,29991",130439886778178,"2,0196",,"2,29991",130439886778178,8E-05
"2,30203",130319761254197,"2,01956",,"2,30203",130319761254197,8E-05
"2,30415",130199856780158,"2,01953",,"2,30415",130199856780158,8E-05
"2,30627",130080172746469,"2,0195",,"2,30627",130080172746469,8E-05
"2,3084",129960145555363,"2,01946",,"2,3084",129960145555363,8E-05
"2,31054",129839777714301,"2,01943",,"2,31054",129839777714301,8E-05
"2,31267",129720193542529,"2,0194",,"2,31267",129720193542529,8E-05
"2,31481",129600269568561,"2,01936",,"2,31481",129600269568561,8E-05
"2,31696",129480008286721,"2,01933",,"2,31696",129480008286721,8E-05
"2,31911",129359969988487,"2,01929",,"2,31911",129359969988487,8E-05
"2,32126",129240154054264,"2,01926",,"2,32126",129240154054264,9E-05
"2,32342",129120004131840,"2,01923",,"2,32342",129120004131840,9E-05
"2,32558",129000077400046,"2,01919",,"2,32558",129000077400046,9E-05
"2,32775",128879819568253,"2,01916",,"2,32775",128879819568253,9E-05
"2,32992",128759785743717,"2,01912",,"2,32992",128759785743717,9E-05
"2,33209",128639975301125,"2,01909",,"2,33209",128639975301125,9E-05
"2,33427",128519837036847,"2,01905",,"2,33427",128519837036847,9E-05
"2,33645",128399922960046,"2,01902",,"2,33645",128399922960046,9E-05
"2,33863",128280232443781,"2,01898",,"2,33863",128280232443781,9E-05
"2,34082",128160217359729,"2,01895",,"2,34082",128160217359729,9E-05
"2,34302",128039880154672,"2,01891",,"2,34302",128039880154672,9E-05
"2,34522",127919768721058,"2,01888",,"2,34522",127919768721058,9E-05
"2,34742",127799882424108,"2,01884",,"2,34742",127799882424108,9E-05
"2,34962",127680220631421,"2,01881",,"2,34962",127680220631421,9E-05
"2,35183",127560240323493,"2,01877",,"2,35183",127560240323493,9E-05
"2,35405",127439943926425,"2,01873",,"2,35405",127439943926425,9E-05
"2,35627",127319874207964,"2,0187",,"2,35627",127319874207964,9E-05
"2,35849",127200030528007,"2,01866",,"2,35849",127200030528007,9E-05
"2,36072",127079873936765,"2,01863",,"2,36072",127079873936765,9E-05
"2,36295",126959944137625,"2,01859",,"2,36295",126959944137625,9E-05
"2,36518",126840240489096,"2,01855",,"2,36518",126840240489096,9E-05
"2,36742",126720227082647,"2,01852",,"2,36742",126720227082647,9E-05
"2,36967",126599906316069,"2,01848",,"2,36967",126599906316069,9E-05
"2,37192",126479813821714,"2,01845",,"2,37192",126479813821714,9E-05
"2,37417",126359948950581,"2,01841",,"2,37417",126359948950581,9E-05
"2,37643",126239779837824,"2,01837",,"2,37643",126239779837824,9E-05
"2,37869",126119839071085,"2,01834",,"2,37869",126119839071085,9E-05
"2,38095",126000126000126,"2,0183",,"2,38095",126000126000126,9E-05
"2,38322",125880111781539,"2,01826",,"2,38322",125880111781539,9E-05
"2,3855",125759798784322,"2,01822",,"2,3855",125759798784322,9E-05
"2,38777",125640241731825,"2,01819",,"2,38777",125640241731825,9E-05
"2,39006",125519861426073,"2,01815",,"2,39006",125519861426073,9E-05
"2,39234",125400235752443,"2,01811",,"2,39234",125400235752443,9E-05
"2,39464",125279791534427,"2,01807",,"2,39464",125279791534427,9E-05
"2,39693",125160100628721,"2,01804",,"2,39693",125160100628721,9E-05
"2,39923",125040117037550,"2,018",,"2,39923",125040117037550,9E-05
"2,40154",124919843100677,"2,01796",,"2,40154",124919843100677,9E-05
"2,40385",124799800320319,"2,01792",,"2,40385",124799800320319,9E-05
"2,40616",124679988030721,"2,01788",,"2,40616",124679988030721,"0,0001"
"2,40848",124559888394340,"2,01785",,"2,40848",124559888394340,"0,0001"
"2,4108",124440019910403,"2,01781",,"2,4108",124440019910403,"0,0001"
"2,41313",124319866729103,"2,01777",,"2,41313",124319866729103,"0,0001"
"2,41546",124199945352024,"2,01773",,"2,41546",124199945352024,"0,0001"
"2,41779",124080255109004,"2,01769",,"2,41779",124080255109004,"0,0001"
"2,42014",123959770922343,"2,01765",,"2,42014",123959770922343,"0,0001"
"2,42248",123840031703048,"2,01761",,"2,42248",123840031703048,"0,0001"
"2,42483",123720013361761,"2,01757",,"2,42483",123720013361761,"0,0001"
"2,42718",123600227424418,"2,01754",,"2,42718",123600227424418,"0,0001"
"2,42954",123480164969500,"2,0175",,"2,42954",123480164969500,"0,0001"
"2,43191",123359828283119,"2,01746",,"2,43191",123359828283119,"0,0001"
"2,43427",123240232184597,"2,01742",,"2,43427",123240232184597,"0,0001"
"2,43665",123119857180966,"2,01738",,"2,43665",123119857180966,"0,0001"
"2,43902",123000221400399,"2,01734",,"2,43902",123000221400399,"0,0001"
"2,44141",122879811256610,"2,0173",,"2,44141",122879811256610,"0,0001"
"2,44379",122760138964477,"2,01726",,"2,44379",122760138964477,"0,0001"
"2,44618",122640198186560,"2,01722",,"2,44618",122640198186560,"0,0001"
"2,44858",122519991178561,"2,01718",,"2,44858",122519991178561,"0,0001"
"2,45098",122400019584003,"2,01714",,"2,45098",122400019584003,"0,0001"
"2,45339",122279784298461,"2,0171",,"2,45339",122279784298461,"0,0001"
"2,4558",122159784998778,"2,01705",,"2,4558",122159784998778,"0,0001"
"2,45821",122040020990884,"2,01701",,"2,45821",122040020990884,"0,0001"
"2,46063",121919996098560,"2,01697",,"2,46063",121919996098560,"0,0001"
"2,46305",121800207060352,"2,01693",,"2,46305",121800207060352,"0,0001"
"2,46548",121680159644369,"2,01689",,"2,46548",121680159644369,"0,0001"
"2,46792",121559856073130,"2,01685",,"2,46792",121559856073130,"0,0001"
"2,47036",121439790152043,"2,01681",,"2,47036",121439790152043,"0,0001"
"2,4728",121319961177612,"2,01677",,"2,4728",121319961177612,"0,0001"
"2,47525",121199878800121,"2,01672",,"2,47525",121199878800121,"0,0001"
"2,4777",121080033902410,"2,01668",,"2,4777",121080033902410,"0,0001"
"2,48016",120959938068512,"2,01664",,"2,48016",120959938068512,"0,0001"
"2,48262",120840080237813,"2,0166",,"2,48262",120840080237813,"0,0001"
"2,48509",120719973924486,"2,01656",,"2,48509",120719973924486,"0,00011"
"2,48756",120600106128093,"2,01651",,"2,48756",120600106128093,"0,00011"
"2,49004",120479992289281,"2,01647",,"2,49004",120479992289281,"0,00011"
"2,49252",120360117471475,"2,01643",,"2,49252",120360117471475,"0,00011"
"2,49501",120239999038080,"2,01639",,"2,49501",120239999038080,"0,00011"
"2,4975",120120120120120,"2,01634",,"2,4975",120120120120120,"0,00011"
"2,5",120000000000000,"2,0163",,"2,5",120000000000000,"0,00011"
"2,5025",119880119880120,"2,01626",,"2,5025",119880119880120,"0,00011"
"2,50501",119760000958080,"2,01621",,"2,50501",119760000958080,"0,00011"
"2,50752",119640122511485,"2,01617",,"2,50752",119640122511485,"0,00011"
"2,51004",119520007649281,"2,01613",,"2,51004",119520007649281,"0,00011"
"2,51256",119400133728150,"2,01608",,"2,51256",119400133728150,"0,00011"
"2,51509",119280025764486,"2,01604",,"2,51509",119280025764486,"0,00011"
"2,51762",119160159197973,"2,01599",,"2,51762",119160159197973,"0,00011"
"2,52016",119040060948511,"2,01595",,"2,52016",119040060948511,"0,00011"
"2,5227",118920204542752,"2,01591",,"2,5227",118920204542752,"0,00011"
"2,52525",118800118800119,"2,01586",,"2,52525",118800118800119,"0,00011"
"2,52781",118679805839838,"2,01582",,"2,52781",118679805839838,"0,00011"
"2,53036",118560204872034,"2,01577",,"2,53036",118560204872034,"0,00011"
"2,53293",118439909511909,"2,01573",,"2,53293",118439909511909,"0,00011"
"2,5355",118319858016170,"2,01568",,"2,5355",118319858016170,"0,00011"
"2,53807",118200049644021,"2,01564",,"2,53807",118200049644021,"0,00011"
"2,54065",118080018892803,"2,01559",,"2,54065",118080018892803,"0,00011"
"2,54323",117960231673895,"2,01555",,"2,54323",117960231673895,"0,00011"
"2,54582",117840224367787,"2,0155",,"2,54582",117840224367787,"0,00011"
"2,54842",117719999058240,"2,01545",,"2,54842",117719999058240,"0,00011"
"2,55102",117600018816003,"2,01541",,"2,55102",117600018816003,"0,00011"
"2,55363",117479822840427,"2,01536",,"2,55363",117479822840427,"0,00011"
"2,55624",117359872312459,"2,01532",,"2,55624",117359872312459,"0,00012"
"2,55885",117240166481036,"2,01527",,"2,55885",117240166481036,"0,00012"
"2,56148",117119790121336,"2,01522",,"2,56148",117119790121336,"0,00012"
"2,5641",117000117000117,"2,01518",,"2,5641",117000117000117,"0,00012"
"2,56674",116879777460904,"2,01513",,"2,56674",116879777460904,"0,00012"
"2,56937",116760139645127,"2,01508",,"2,56937",116760139645127,"0,00012"
"2,57202",116639839503581,"2,01504",,"2,57202",116639839503581,"0,00012"
"2,57467",116519787001829,"2,01499",,"2,57467",116519787001829,"0,00012"
"2,57732",116399981376003,"2,01494",,"2,57732",116399981376003,"0,00012"
"2,57998",116279971162567,"2,01489",,"2,57998",116279971162567,"0,00012"
"2,58264",116160208159093,"2,01485",,"2,58264",116160208159093,"0,00012"
"2,58532",116039793913326,"2,0148",,"2,58532",116039793913326,"0,00012"
"2,58799",115920076970931,"2,01475",,"2,58799",115920076970931,"0,00012"
"2,59067",115800159804221,"2,0147",,"2,59067",115800159804221,"0,00012"
"2,59336",115680044421137,"2,01465",,"2,59336",115680044421137,"0,00012"
"2,59605",115560177962674,"2,01461",,"2,59605",115560177962674,"0,00012"
"2,59875",115440115440115,"2,01456",,"2,59875",115440115440115,"0,00012"
"2,60146",115319858848493,"2,01451",,"2,60146",115319858848493,"0,00012"
"2,60417",115199852544189,"2,01446",,"2,60417",115199852544189,"0,00012"
"2,60688",115080095746640,"2,01441",,"2,60688",115080095746640,"0,00012"
"2,6096",114960147148988,"2,01436",,"2,6096",114960147148988,"0,00012"
"2,61233",114840008727841,"2,01431",,"2,61233",114840008727841,"0,00012"
"2,61506",114720121144448,"2,01426",,"2,61506",114720121144448,"0,00012"
"2,6178",114600045840018,"2,01421",,"2,6178",114600045840018,"0,00012"
"2,62055",114479784778005,"2,01416",,"2,62055",114479784778005,"0,00012"
"2,62329",114360211795112,"2,01411",,"2,62329",114360211795112,"0,00012"
"2,62605",114240018278403,"2,01406",,"2,62605",114240018278403,"0,00013"
"2,62881",114120077145172,"2,01401",,"2,62881",114120077145172,"0,00013"
"2,63158",113999954400018,"2,01396",,"2,63158",113999954400018,"0,00013"
"2,63435",113880084271262,"2,01391",,"2,63435",113880084271262,"0,00013"
"2,63713",113760034583051,"2,01386",,"2,63713",113760034583051,"0,00013"
"2,63992",113639807266887,"2,01381",,"2,63992",113639807266887,"0,00013"
"2,64271",113519833806963,"2,01376",,"2,64271",113519833806963,"0,00013"
"2,6455",113400113400113,"2,0137",,"2,6455",113400113400113,"0,00013"
"2,64831",113279789752710,"2,01365",,"2,64831",113279789752710,"0,00013"
"2,65111",113160148013474,"2,0136",,"2,65111",113160148013474,"0,00013"
"2,65393",113039906855117,"2,01355",,"2,65393",113039906855117,"0,00013"
"2,65675",112919920956055,"2,0135",,"2,65675",112919920956055,"0,00013"
"2,65957",112800189504318,"2,01344",,"2,65957",112800189504318,"0,00013"
"2,66241",112679865234881,"2,01339",,"2,66241",112679865234881,"0,00013"
"2,66525",112559797392365,"2,01334",,"2,66525",112559797392365,"0,00013"
"2,66809",112439985157922,"2,01329",,"2,66809",112439985157922,"0,00013"
"2,67094",112320007188480,"2,01323",,"2,67094",112320007188480,"0,00013"
"2,6738",112199865360162,"2,01318",,"2,6738",112199865360162,"0,00013"
"2,67666",112079980273923,"2,01313",,"2,67666",112079980273923,"0,00013"
"2,67953",111959933271880,"2,01307",,"2,67953",111959933271880,"0,00013"
"2,6824",111840143155383,"2,01302",,"2,6824",111840143155383,"0,00013"
"2,68528",111720193052494,"2,01297",,"2,68528",111720193052494,"0,00013"
"2,68817",111600084816064,"2,01291",,"2,68817",111600084816064,"0,00013"
"2,69107",111479820294530,"2,01286",,"2,69107",111479820294530,"0,00014"
"2,69397",111359814697268,"2,0128",,"2,69397",111359814697268,"0,00014"
"2,69687",111240067189001,"2,01275",,"2,69687",111240067189001,"0,00014"
"2,69978",111120165346806,"2,01269",,"2,69978",111120165346806,"0,00014"
"2,7027",111000111000111,"2,01264",,"2,7027",111000111000111,"0,00014"
"2,70563",110879905973840,"2,01258",,"2,70563",110879905973840,"0,00014"
"2,70856",110759961012494,"2,01253",,"2,70856",110759961012494,"0,00014"
"2,7115",110639867232159,"2,01247",,"2,7115",110639867232159,"0,00014"
"2,71444",110520033598090,"2,01242",,"2,71444",110520033598090,"0,00014"
"2,71739",110400052992025,"2,01236",,"2,71739",110400052992025,"0,00014"
"2,72035",110279927215248,"2,0123",,"2,72035",110279927215248,"0,00014"
"2,72331",110160062570916,"2,01225",,"2,72331",110160062570916,"0,00014"
"2,72628",110040054579867,"2,01219",,"2,72628",110040054579867,"0,00014"
"2,72926",109919905029202,"2,01213",,"2,72926",109919905029202,"0,00014"
"2,73224",109800017568003,"2,01208",,"2,73224",109800017568003,"0,00014"
"2,73523",109679990348161,"2,01202",,"2,73523",109679990348161,"0,00014"
"2,73823",109559825142519,"2,01196",,"2,73823",109559825142519,"0,00014"
"2,74123",109439922954294,"2,01191",,"2,74123",109439922954294,"0,00014"
"2,74424",109319884558202,"2,01185",,"2,74424",109319884558202,"0,00014"
"2,74725",109200109200109,"2,01179",,"2,74725",109200109200109,"0,00014"
"2,75028",109079802783717,"2,01173",,"2,75028",109079802783717,"0,00014"
"2,7533",108960156902626,"2,01167",,"2,7533",108960156902626,"0,00015"
"2,75634",108839983456323,"2,01161",,"2,75634",108839983456323,"0,00015"
"2,75938",108720074799411,"2,01156",,"2,75938",108720074799411,"0,00015"
"2,76243",108600036924013,"2,0115",,"2,76243",108600036924013,"0,00015"
"2,76549",108479871559832,"2,01144",,"2,76549",108479871559832,"0,00015"
"2,76855",108359971826407,"2,01138",,"2,76855",108359971826407,"0,00015"
"2,77162",108239946312987,"2,01132",,"2,77162",108239946312987,"0,00015"
"2,77469",108120186399201,"2,01126",,"2,77469",108120186399201,"0,00015"
"2,77778",107999913600069,"2,0112",,"2,77778",107999913600069,"0,00015"
"2,78087",107879908086318,"2,01114",,"2,78087",107879908086318,"0,00015"
"2,78396",107760168967945,"2,01108",,"2,78396",107760168967945,"0,00015"
"2,78707",107639922929815,"2,01102",,"2,78707",107639922929815,"0,00015"
"2,79018",107519944949788,"2,01096",,"2,79018",107519944949788,"0,00015"
"2,7933",107399849640211,"2,0109",,"2,7933",107399849640211,"0,00015"
"2,79642",107280022314245,"2,01083",,"2,79642",107280022314245,"0,00015"
"2,79955",107160079298459,"2,01077",,"2,79955",107160079298459,"0,00015"
"2,80269",107040022264325,"2,01071",,"2,80269",107040022264325,"0,00015"
"2,80584",106919852878282,"2,01065",,"2,80584",106919852878282,"0,00015"
"2,80899",106799953008021,"2,01059",,"2,80899",106799953008021,"0,00016"
"2,81215",106679942392831,"2,01052",,"2,81215",106679942392831,"0,00016"
"2,81532",106559822684455,"2,01046",,"2,81532",106559822684455,"0,00016"
"2,81849",106439973177127,"2,0104",,"2,81849",106439973177127,"0,00016"
"2,82167",106320016160642,"2,01034",,"2,82167",106320016160642,"0,00016"
"2,82486",106199953272021,"2,01027",,"2,82486",106199953272021,"0,00016"
"2,82805",106080161241845,"2,01021",,"2,82805",106080161241845,"0,00016"
"2,83126",105959890649393,"2,01014",,"2,83126",105959890649393,"0,00016"
"2,83447",105839892466669,"2,01008",,"2,83447",105839892466669,"0,00016"
"2,83768",105720165769220,"2,01002",,"2,83768",105720165769220,"0,00016"
"2,84091",105599966208011,"2,00995",,"2,84091",105599966208011,"0,00016"
"2,84414",105480039660495,"2,00989",,"2,84414",105480039660495,"0,00016"
"2,84738",105360015171842,"2,00982",,"2,84738",105360015171842,"0,00016"
"2,85063",105239894339146,"2,00976",,"2,85063",105239894339146,"0,00016"
"2,85388",105120047093781,"2,00969",,"2,85388",105120047093781,"0,00016"
"2,85714",105000105000105,"2,00963",,"2,85714",105000105000105,"0,00016"
"2,86041",104880069640366,"2,00956",,"2,86041",104880069640366,"0,00016"
"2,86369",104759942591551,"2,00949",,"2,86369",104759942591551,"0,00016"
"2,86697",104640090409038,"2,00943",,"2,86697",104640090409038,"0,00017"
"2,87026",104520148000530,"2,00936",,"2,87026",104520148000530,"0,00017"
"2,87356",104400116928131,"2,00929",,"2,87356",104400116928131,"0,00017"
"2,87687",104279998748640,"2,00923",,"2,87687",104279998748640,"0,00017"
"2,88018",104160156656876,"2,00916",,"2,88018",104160156656876,"0,00017"
"2,88351",104039868077447,"2,00909",,"2,88351",104039868077447,"0,00017"
"2,88684",103919857006277,"2,00902",,"2,88684",103919857006277,"0,00017"
"2,89017",103800122484145,"2,00896",,"2,89017",103800122484145,"0,00017"
"2,89352",103679946915867,"2,00889",,"2,89352",103679946915867,"0,00017"
"2,89687",103560049294583,"2,00882",,"2,89687",103560049294583,"0,00017"
"2,90023",103440071994290,"2,00875",,"2,90023",103440071994290,"0,00017"
"2,9036",103320016531203,"2,00868",,"2,9036",103320016531203,"0,00017"
"2,90698",103199884416129,"2,00861",,"2,90698",103199884416129,"0,00017"
